,client_id,district_id,sex,birth_date
931,984,20,1,1949-07-03
932,985,20,0,1947-01-13
933,986,74,1,1955-05-16
934,987,60,1,1952-05-20
935,988,40,0,1939-10-01
936,989,40,1,1933-08-15
937,990,71,1,1961-12-24
938,991,32,1,1941-06-27
939,992,19,1,1948-05-21
940,993,44,0,1969-10-31
941,994,36,1,1971-04-27
942,995,36,0,1973-10-30
943,996,1,0,1980-06-26
944,997,59,1,1950-11-11
945,998,59,0,1953-06-28
946,999,74,0,1966-09-01
947,1000,74,1,1961-10-27
948,1001,44,1,1947-04-14
949,1002,42,0,1944-03-08
950,1003,31,0,1937-10-31
951,1004,3,1,1957-09-25
952,1006,46,0,1942-06-28
953,1007,46,1,1938-01-05
954,1008,6,1,1956-07-06
955,1009,33,0,1962-04-27
956,1010,33,1,1955-08-16
957,1011,16,1,1939-07-13
958,1012,70,0,1966-02-13
959,1013,70,1,1973-03-12
960,1014,1,1,1931-02-08
961,1015,62,1,1934-03-13
962,1016,62,0,1940-07-21
963,1017,6,0,1943-02-12
964,1018,53,1,1945-02-28
965,1019,14,0,1946-12-22
966,1020,72,0,1977-05-10
967,1021,2,1,1977-08-05
968,1022,31,1,1940-07-23
969,1023,1,1,1938-12-28
970,1024,25,1,1956-03-29
971,1025,15,1,1964-07-08
972,1026,57,1,1979-08-12
973,1027,1,0,1940-11-04
974,1028,1,1,1934-10-02
975,1029,1,0,1954-03-16
976,1030,1,1,1947-10-11
977,1031,2,0,1968-12-11
978,1032,1,0,1938-10-30
979,1033,1,1,1937-10-14
980,1034,52,0,1974-11-11
981,1035,13,0,1971-03-28
982,1036,13,1,1976-12-06
983,1037,1,0,1965-11-01
984,1038,69,0,1961-09-23
985,1039,70,0,1980-10-11
986,1040,1,1,1960-06-17
987,1041,72,1,1961-07-05
988,1042,17,0,1966-09-25
989,1043,17,1,1963-11-16
990,1044,9,0,1971-09-13
991,1045,60,0,1947-12-24
992,1046,1,1,1975-08-24
993,1047,16,0,1963-07-11
994,1048,70,0,1974-10-03
995,1049,1,1,1942-11-11
996,1050,27,0,1971-07-01
997,1051,73,0,1971-08-26
998,1052,56,1,1964-03-11
999,1053,56,0,1958-06-03
1000,1054,63,1,1924-08-20
1001,1055,4,1,1919-05-17
1002,1056,1,1,1963-06-19
1003,1057,52,1,1939-02-21
1004,1058,9,0,1975-08-01
1005,1059,26,1,1960-06-03
1006,1060,26,0,1957-12-17
1007,1062,16,1,1975-01-08
1008,1063,16,0,1976-06-12
1009,1064,1,0,1951-02-03
1010,1065,2,1,1957-11-26
1011,1066,1,1,1940-10-18
1012,1067,1,1,1952-05-14
1013,1068,13,0,1926-10-20
1014,1069,54,0,1938-02-21
1015,1070,54,1,1938-12-02
1016,1071,43,1,1925-01-25
1017,1072,60,0,1966-12-08
1018,1073,34,1,1924-04-10
1019,1074,34,0,1928-08-25
1020,1075,65,0,1934-06-04
1021,1076,53,0,1979-05-11
1022,1077,46,1,1920-06-23
1023,1078,24,0,1978-12-15
1024,1079,3,1,1961-07-15
1025,1080,54,0,1950-10-06
1026,1081,71,1,1970-12-16
1027,1082,9,1,1967-02-23
1028,1083,48,1,1937-12-15
1029,1084,48,0,1944-04-09
1030,1085,60,0,1932-12-19
1031,1086,74,1,1973-05-04
1032,1087,74,0,1978-07-30
1033,1088,47,0,1969-08-23
1034,1089,1,1,1939-12-09
1035,1090,35,0,1939-06-20
1036,1091,59,0,1940-06-27
1037,1092,41,0,1962-07-20
1038,1093,62,0,1976-07-28
1039,1094,30,0,1960-10-04
1040,1095,30,1,1954-02-16
1041,1096,1,0,1926-03-03
1042,1097,1,1,1930-09-02
1043,1098,60,0,1948-09-10
1044,1099,65,0,1979-11-21
1045,1100,59,1,1951-07-04
1046,1101,74,1,1946-06-22
1047,1102,72,1,1935-01-29
1048,1103,1,1,1951-08-18
1049,1104,1,0,1955-02-09
1050,1105,56,1,1942-01-03
1051,1106,56,0,1940-02-25
1052,1107,60,1,1961-04-26
1053,1108,62,0,1955-12-22
1054,1109,58,0,1931-09-01
1055,1110,10,0,1928-03-24
1056,1111,61,1,1979-06-04
1057,1112,13,0,1930-07-25
1058,1113,11,1,1976-08-20
1059,1114,59,1,1980-06-18
1060,1115,36,0,1920-08-24
1061,1116,69,0,1973-04-19
1062,1117,20,0,1976-11-01
1063,1118,20,1,1969-11-03
1064,1119,54,0,1980-01-05
1065,1120,41,0,1973-10-21
1066,1121,59,1,1939-03-02
1067,1122,20,1,1921-02-18
1068,1123,20,0,1922-08-26
1069,1124,21,1,1928-04-12
1070,1125,9,0,1934-03-30
1071,1126,9,1,1935-10-23
1072,1127,23,1,1974-11-12
1073,1128,7,1,1930-07-16
1074,1129,43,1,1931-09-24
1075,1130,70,0,1940-11-26
1076,1131,55,0,1947-10-28
1077,1132,55,1,1948-03-21
1078,1133,37,0,1958-09-15
1079,1134,37,1,1959-10-01
1080,1135,8,1,1952-07-21
1081,1136,9,0,1976-09-18
1082,1137,1,0,1977-03-05
1083,1138,70,0,1970-09-30
1084,1139,70,1,1973-09-22
1085,1140,18,1,1946-02-24
1086,1141,21,0,1941-04-22
1087,1142,59,0,1946-11-19
1088,1143,59,1,1946-05-15
1089,1145,58,0,1968-09-14
1090,1146,54,1,1965-11-14
1091,1147,3,1,1930-05-12
1092,1148,41,1,1941-05-15
1093,1149,14,0,1976-09-25
1094,1150,74,0,1945-06-24
1095,1151,59,1,1973-03-06
1096,1152,74,1,1981-03-12
1097,1153,70,0,1980-11-15
1098,1154,72,1,1924-01-31
1099,1155,72,0,1922-07-10
1100,1156,1,0,1933-11-11
1101,1157,4,0,1958-12-30
1102,1158,1,0,1954-08-21
1103,1159,64,1,1944-02-03
1104,1160,64,0,1938-07-28
1105,1161,7,1,1973-05-25
1106,1162,26,0,1975-02-19
1107,1163,20,1,1964-08-28
1108,1164,15,0,1959-09-14
1109,1165,15,0,1942-10-02
1110,1166,74,1,1959-06-27
1111,1167,74,0,1954-03-17
1112,1168,19,1,1978-05-31
1113,1169,18,0,1941-01-24
1114,1170,12,1,1977-04-28
1115,1171,46,0,1974-03-28
1116,1172,54,0,1923-06-13
1117,1173,54,1,1922-06-02
1118,1174,29,0,1970-03-13
1119,1175,1,1,1925-10-25
1120,1176,1,0,1918-08-31
1121,1177,77,0,1939-06-21
1122,1178,1,0,1971-10-04
1123,1179,1,0,1930-10-05
1124,1180,21,1,1944-10-06
1125,1181,1,1,1939-11-12
1126,1182,66,0,1946-10-16
1127,1183,54,1,1942-11-29
1128,1186,2,0,1947-08-05
1129,1187,32,0,1961-09-06
1130,1188,32,1,1968-09-19
1131,1189,74,0,1932-02-15
1132,1190,15,0,1976-04-12
1133,1191,15,1,1977-06-02
1134,1192,10,0,1925-01-01
1135,1193,19,1,1926-01-29
1136,1194,17,0,1939-06-14
1137,1195,39,0,1939-01-22
1138,1196,22,1,1943-04-16
1139,1197,6,0,1966-10-02
1140,1198,72,0,1975-02-17
1141,1199,64,0,1976-10-24
1142,1200,47,0,1931-11-17
1143,1201,54,1,1945-09-10
1144,1202,47,0,1980-10-11
1145,1204,77,0,1974-11-09
1146,1206,50,1,1957-06-21
1147,1207,28,0,1939-09-17
1148,1208,70,0,1975-09-01
1149,1209,36,0,1957-04-09
1150,1210,6,1,1961-10-12
1151,1211,1,1,1978-07-14
1152,1212,13,0,1927-09-19
1153,1213,1,1,1966-04-28
1154,1214,61,1,1940-11-15
1155,1215,45,1,1944-05-06
1156,1216,65,0,1945-06-12
1157,1217,59,1,1937-04-17
1158,1218,74,1,1980-05-27
1159,1219,1,1,1944-07-31
1160,1220,40,0,1953-12-16
1161,1221,14,0,1973-05-18
1162,1222,7,0,1939-11-30
1163,1223,14,0,1955-08-13
1164,1224,56,1,1938-05-12
1165,1225,42,1,1946-08-21
1166,1226,33,0,1951-04-14
1167,1227,33,1,1955-10-02
1168,1228,21,0,1949-08-28
1169,1229,19,1,1971-02-02
1170,1231,20,0,1965-09-27
1171,1232,20,1,1959-04-13
1172,1233,68,1,1942-10-22
1173,1234,23,1,1975-01-15
1174,1235,23,0,1979-07-12
1175,1236,26,0,1967-04-28
1176,1237,57,1,1923-11-07
1177,1238,74,1,1935-09-01
1178,1239,11,0,1976-09-09
1179,1240,32,0,1976-08-24
1180,1241,73,0,1942-12-17
1181,1242,73,0,1944-08-21
1182,1243,11,0,1974-10-05
1183,1244,1,1,1964-05-02
1184,1245,64,1,1979-08-13
1185,1246,70,1,1962-11-19
1186,1247,70,0,1969-10-09
1187,1248,19,1,1971-06-24
1188,1250,43,0,1952-08-01
1189,1251,1,1,1959-05-30
1190,1252,1,0,1953-08-19
1191,1253,14,0,1967-08-28
1192,1254,3,0,1939-08-31
1193,1255,1,0,1966-08-07
1194,1256,46,0,1955-11-13
1195,1257,35,0,1928-09-01
1196,1258,35,1,1924-09-20
1197,1259,18,1,1966-09-29
1198,1260,57,0,1945-01-03
1199,1261,57,1,1951-09-28
1200,1262,35,1,1952-04-03
1201,1263,35,0,1959-02-25
1202,1264,61,0,1976-10-03
1203,1265,57,0,1958-12-21
1204,1266,71,0,1952-11-24
1205,1267,29,0,1954-02-11
1206,1268,29,1,1949-03-30
1207,1269,1,0,1948-12-31
1208,1270,13,1,1930-05-16
1209,1271,47,1,1935-11-29
1210,1272,8,1,1944-04-15
1211,1273,6,1,1978-06-15
1212,1274,44,1,1976-01-25
1213,1275,1,0,1951-10-10
1214,1276,68,0,1942-04-26
1215,1277,70,1,1931-04-07
1216,1278,72,1,1978-09-12
1217,1279,16,1,1956-07-11
1218,1280,34,1,1952-05-08
1219,1281,34,0,1949-12-28
1220,1282,52,1,1936-11-27
1221,1283,66,0,1939-02-09
1222,1284,66,1,1943-08-04
1223,1285,62,1,1939-11-26
1224,1286,52,0,1950-03-13
1225,1287,65,0,1944-08-09
1226,1288,73,1,1972-05-20
1227,1289,59,1,1946-09-18
1228,1290,35,1,1976-01-29
1229,1291,1,0,1964-04-18
1230,1292,14,1,1977-04-28
1231,1293,1,1,1927-01-29
1232,1294,1,0,1930-05-29
1233,1295,74,0,1944-02-09
1234,1296,55,0,1959-08-01
1235,1297,64,0,1918-01-28
1236,1298,64,1,1921-03-15
1237,1299,2,0,1920-10-16
1238,1300,45,1,1979-10-27
1239,1303,42,0,1940-08-16
1240,1304,37,1,1936-07-28
1241,1305,55,0,1945-04-28
1242,1306,32,0,1922-10-08
1243,1307,74,1,1953-04-08
1244,1308,69,1,1954-02-18
1245,1309,1,1,1975-06-17
1246,1310,41,0,1977-09-24
1247,1311,54,0,1956-12-18
1248,1312,35,0,1935-04-03
1249,1313,54,1,1970-11-20
1250,1314,54,0,1975-06-09
1251,1315,34,1,1923-02-26
1252,1316,67,0,1946-11-13
1253,1317,67,1,1945-05-18
1254,1318,47,1,1931-03-10
1255,1321,35,0,1977-11-09
1256,1322,4,0,1945-09-22
1257,1323,70,1,1944-01-06
1258,1324,66,0,1956-08-07
1259,1325,39,1,1945-09-19
1260,1326,55,0,1956-05-12
1261,1327,20,0,1963-12-31
1262,1328,42,0,1937-06-05
1263,1329,26,1,1918-02-16
1264,1330,66,1,1968-09-17
1265,1331,54,1,1963-11-24
1266,1332,5,0,1957-11-27
1267,1333,48,1,1949-04-20
1268,1334,8,1,1978-02-06
1269,1335,1,0,1961-01-25
1270,1336,1,1,1962-11-04
1271,1337,56,0,1979-03-29
1272,1338,56,1,1983-07-26
1273,1339,22,1,1959-05-04
1274,1340,68,0,1939-03-20
1275,1341,69,0,1962-06-17
1276,1343,1,0,1939-08-16
1277,1344,1,1,1935-02-18
1278,1345,32,1,1968-05-22
1279,1346,13,1,1954-08-29
1280,1347,13,1,1970-03-06
1281,1348,13,0,1975-06-07
1282,1349,26,0,1968-01-07
1283,1350,1,1,1959-04-28
1284,1351,1,0,1951-09-24
1285,1352,54,0,1971-04-01
1286,1353,27,1,1959-02-13
1287,1354,64,1,1921-01-14
1288,1355,35,0,1976-02-01
1289,1356,1,1,1932-09-18
1290,1359,1,0,1951-09-04
1291,1360,1,1,1946-08-19
1292,1361,1,0,1922-09-29
1293,1362,1,1,1929-01-03
1294,1363,6,0,1979-12-27
1295,1364,1,1,1933-12-28
1296,1365,1,0,1938-02-23
1297,1366,12,0,1980-03-02
1298,1367,60,0,1965-10-27
1299,1368,60,1,1957-12-30
1300,1369,41,1,1978-10-23
1301,1370,34,0,1965-01-11
1302,1371,49,0,1948-10-22
1303,1372,28,0,1976-12-07
1304,1373,74,0,1975-02-08
1305,1375,69,1,1977-01-27
1306,1376,18,1,1958-09-03
1307,1377,18,0,1951-07-23
1308,1378,74,0,1941-11-25
1309,1379,74,1,1937-02-18
1310,1380,44,0,1953-07-29
1311,1382,18,0,1979-11-23
1312,1383,29,1,1982-10-05
1313,1384,40,0,1953-04-24
1314,1385,22,1,1953-08-30
1315,1386,22,0,1956-08-09
1316,1387,1,0,1977-02-22
1317,1388,5,0,1962-09-06
1318,1389,43,0,1927-03-04
1319,1390,59,0,1979-05-27
1320,1391,41,1,1965-11-22
1321,1392,50,1,1932-02-06
1322,1393,50,0,1934-05-01
1323,1394,49,0,1942-08-22
1324,1395,49,1,1941-10-18
1325,1396,39,0,1946-03-14
1326,1397,66,0,1921-12-25
1327,1401,35,1,1981-07-24
1328,1402,44,1,1936-11-25
1329,1403,44,0,1944-01-02
1330,1404,11,0,1968-12-20
1331,1406,29,0,1948-11-12
1332,1407,29,1,1941-08-04
1333,1408,49,1,1969-08-07
1334,1409,25,1,1951-04-30
1335,1410,18,1,1944-02-03
1336,1411,18,0,1939-08-06
1337,1412,6,1,1979-11-05
1338,1413,11,0,1969-07-16
1339,1414,70,0,1974-11-13
1340,1416,19,1,1927-12-02
1341,1417,27,0,1966-11-12
1342,1418,41,0,1974-06-16
1343,1419,74,0,1918-01-25
1344,1420,74,1,1916-01-20
1345,1421,20,0,1956-02-10
1346,1422,69,0,1976-02-23
1347,1423,69,1,1982-04-11
1348,1424,8,1,1952-01-05
1349,1425,12,1,1968-08-27
1350,1426,12,0,1964-04-30
1351,1427,14,0,1965-12-16
1352,1428,12,1,1920-04-23
1353,1429,12,0,1927-09-04
1354,1430,64,0,1982-05-29
1355,1431,55,0,1930-11-08
1356,1432,16,0,1961-08-17
1357,1433,72,0,1959-07-10
1358,1434,72,1,1967-03-25
1359,1435,52,1,1953-06-25
1360,1438,29,0,1963-10-25
1361,1439,29,1,1974-09-10
1362,1440,1,1,1978-01-17
1363,1441,42,0,1931-12-05
1364,1442,42,1,1933-04-18
1365,1443,29,1,1935-01-25
1366,1444,29,0,1942-07-14
1367,1445,68,1,1941-07-24
1368,1446,70,1,1954-07-29
1369,1447,70,0,1952-06-21
1370,1448,50,0,1957-10-09
1371,1449,41,1,1949-06-29
1372,1450,61,0,1969-03-17
1373,1452,72,0,1940-05-28
1374,1453,29,0,1966-03-29
1375,1454,73,1,1925-10-03
1376,1455,73,0,1927-09-02
1377,1456,70,1,1928-04-24
1378,1457,70,0,1934-10-12
1379,1458,67,1,1938-04-08
1380,1459,4,1,1976-09-08
1381,1460,23,0,1933-03-13
1382,1461,28,1,1969-12-21
1383,1462,49,1,1941-03-02
1384,1463,70,0,1936-01-26
1385,1464,36,0,1928-04-01
1386,1465,36,1,1931-01-06
1387,1466,39,1,1953-08-22
1388,1467,65,1,1924-09-30
1389,1468,77,0,1940-04-16
1390,1469,54,0,1966-09-14
1391,1470,1,1,1942-05-04
1392,1471,1,0,1938-09-15
1393,1472,1,0,1967-09-10
1394,1473,1,0,1931-12-06
1395,1474,45,0,1971-12-15
1396,1475,19,1,1932-03-31
1397,1476,70,1,1970-11-30
1398,1478,4,1,1969-08-21
1399,1479,1,1,1956-06-22
1400,1480,69,1,1943-05-28
1401,1481,62,0,1933-11-23
1402,1482,46,0,1950-03-28
1403,1483,1,0,1951-05-10
1404,1484,1,1,1952-06-18
1405,1485,7,1,1978-05-14
1406,1486,7,0,1974-09-13
1407,1487,48,0,1976-08-27
1408,1488,31,1,1961-01-09
1409,1489,6,1,1928-01-24
1410,1490,42,1,1928-04-20
1411,1491,19,1,1982-04-21
1412,1492,9,0,1968-05-09
1413,1493,1,1,1922-12-29
1414,1494,1,0,1915-03-22
1415,1495,1,0,1931-02-10
1416,1496,1,0,1942-06-08
1417,1497,53,0,1948-08-03
1418,1498,53,1,1941-02-09
1419,1499,74,0,1951-11-29
1420,1500,1,1,1981-12-12
1421,1501,68,1,1946-01-22
1422,1502,68,1,1973-01-24
1423,1503,58,1,1922-09-01
1424,1504,58,0,1918-01-16
1425,1505,65,0,1971-06-25
1426,1506,22,1,1931-06-25
1427,1507,22,0,1929-11-22
1428,1508,67,0,1954-06-30
1429,1509,62,0,1942-04-19
1430,1510,34,0,1948-01-30
1431,1511,13,0,1962-03-06
1432,1512,5,0,1942-08-11
1433,1513,74,1,1959-08-21
1434,1514,68,1,1957-08-02
1435,1516,38,0,1946-10-17
1436,1517,66,1,1956-10-02
1437,1518,3,0,1960-07-28
1438,1519,3,1,1959-07-06
1439,1520,72,1,1956-11-05
1440,1521,5,1,1979-10-10
1441,1522,52,0,1968-05-14
1442,1523,29,0,1931-08-30
1443,1524,30,0,1962-01-13
1444,1525,1,1,1943-03-09
1445,1526,1,0,1935-03-15
1446,1527,49,1,1934-12-18
1447,1528,57,1,1964-03-20
1448,1529,43,0,1972-06-20
1449,1530,74,0,1945-08-06
1450,1531,52,0,1960-06-28
1451,1532,52,1,1962-10-30
1452,1533,55,1,1960-12-22
1453,1534,17,0,1952-12-22
1454,1535,40,1,1936-10-28
1455,1536,37,0,1967-10-13
1456,1537,54,1,1979-12-07
1457,1539,32,1,1923-11-19
1458,1540,36,1,1937-11-07
1459,1541,36,0,1933-03-06
1460,1542,31,1,1919-12-08
1461,1543,31,0,1927-06-02
1462,1546,28,1,1930-04-13
1463,1547,28,0,1927-12-20
1464,1548,70,1,1923-03-04
1465,1549,70,0,1928-11-14
1466,1550,8,0,1946-11-21
1467,1554,55,1,1944-12-15
1468,1555,30,1,1950-09-14
1469,1556,66,1,1950-04-02
1470,1557,35,0,1959-12-14
1471,1558,11,0,1927-01-25
1472,1559,72,1,1940-10-20
1473,1561,1,0,1923-09-16
1474,1562,1,1,1919-08-14
1475,1563,3,1,1978-08-06
1476,1564,40,0,1947-06-25
1477,1565,71,1,1960-05-19
1478,1566,15,0,1966-10-20
1479,1567,50,1,1930-04-19
1480,1568,50,0,1927-06-29
1481,1569,54,0,1956-07-17
1482,1570,54,1,1958-06-17
1483,1571,7,0,1967-10-15
1484,1572,1,0,1963-12-12
1485,1574,18,1,1979-02-18
1486,1575,55,0,1923-10-06
1487,1576,55,1,1919-05-02
1488,1577,23,1,1944-04-19
1489,1578,40,0,1971-08-15
1490,1579,27,1,1963-10-13
1491,1580,1,0,1968-06-18
1492,1581,56,0,1963-04-15
1493,1582,54,1,1934-02-14
1494,1583,1,0,1972-01-08
1495,1584,1,0,1962-01-29
1496,1585,60,1,1935-07-20
1497,1586,60,0,1934-01-12
1498,1587,23,1,1928-05-05
1499,1588,45,1,1950-10-29
1500,1589,48,0,1951-11-27
1501,1590,13,0,1940-08-10
1502,1591,42,0,1953-07-07
1503,1592,56,1,1928-04-11
1504,1593,56,0,1925-05-31
1505,1594,56,1,1939-09-29
1506,1595,56,0,1954-12-16
1507,1596,58,0,1978-10-22
1508,1597,60,1,1956-05-10
1509,1598,67,1,1925-04-25
1510,1599,43,1,1964-10-08
1511,1600,43,0,1965-06-15
1512,1601,42,0,1969-03-29
1513,1602,42,1,1968-12-30
1514,1603,26,1,1968-08-27
1515,1604,26,0,1969-07-21
1516,1605,52,0,1980-09-21
1517,1606,65,1,1982-09-02
1518,1607,8,0,1941-05-26
1519,1608,53,1,1941-11-11
1520,1609,53,0,1944-05-30
1521,1610,68,0,1942-04-23
1522,1611,59,0,1963-12-02
1523,1612,59,1,1959-06-30
1524,1613,50,1,1961-01-15
1525,1614,21,1,1938-05-18
1526,1615,74,0,1952-04-28
1527,1616,54,1,1938-05-23
1528,1617,5,0,1950-04-30
1529,1618,17,0,1979-12-07
1530,1619,74,0,1942-01-27
1531,1620,74,1,1936-05-15
1532,1621,76,0,1952-04-05
1533,1622,52,1,1950-10-12
1534,1623,36,1,1963-07-09
1535,1624,9,1,1965-09-10
1536,1625,9,0,1973-07-12
1537,1628,12,0,1957-03-25
1538,1629,28,1,1966-09-01
1539,1630,28,0,1964-02-19
1540,1631,74,1,1976-04-30
1541,1632,8,0,1943-02-20
1542,1633,55,0,1972-08-28
1543,1634,55,1,1969-11-10
1544,1635,75,0,1930-09-02
1545,1636,75,1,1932-09-12
1546,1637,21,1,1943-10-20
1547,1638,40,0,1954-01-30
1548,1639,1,0,1959-05-01
1549,1640,51,0,1953-06-13
1550,1641,31,0,1923-01-28
1551,1642,1,0,1959-10-10
1552,1643,39,0,1976-04-17
1553,1644,56,1,1976-06-06
1554,1645,39,0,1961-03-10
1555,1646,8,1,1966-03-17
1556,1647,71,0,1978-03-26
1557,1648,46,1,1952-03-12
1558,1649,46,0,1950-03-16
1559,1650,1,1,1953-03-29
1560,1651,11,0,1966-07-10
1561,1653,42,1,1944-06-19
1562,1654,60,1,1963-12-08
1563,1655,74,1,1972-02-04
1564,1656,22,0,1968-06-18
1565,1657,32,1,1935-10-02
1566,1658,52,0,1929-08-21
1567,1659,1,0,1937-12-15
1568,1660,1,0,1982-12-11
1569,1661,47,0,1953-04-16
1570,1662,53,1,1967-09-07
1571,1663,19,1,1957-04-29
1572,1664,64,0,1918-11-10
1573,1665,64,1,1912-03-02
1574,1666,1,1,1941-08-31
1575,1667,1,0,1940-08-13
1576,1668,20,0,1949-08-17
1577,1669,47,1,1952-10-25
1578,1670,53,1,1961-05-07
1579,1671,57,0,1931-09-15
1580,1672,57,1,1928-01-07
1581,1673,48,1,1972-07-09
1582,1674,11,0,1920-10-27
1583,1675,74,1,1940-02-15
1584,1676,53,1,1953-02-03
1585,1677,53,0,1946-09-07
1586,1679,67,0,1942-04-17
1587,1680,29,0,1975-03-28
1588,1681,34,1,1940-11-25
1589,1682,69,1,1956-09-07
1590,1683,15,0,1951-12-24
1591,1684,15,1,1946-10-25
1592,1685,61,0,1944-04-21
1593,1686,1,0,1947-11-08
1594,1687,1,1,1947-02-27
1595,1688,32,1,1923-08-10
1596,1689,1,1,1936-12-04
1597,1690,46,0,1947-08-17
1598,1691,21,0,1978-02-08
1599,1692,62,1,1972-02-07
1600,1693,45,0,1980-07-06
1601,1694,45,1,1979-12-27
1602,1696,1,0,1923-03-21
1603,1697,55,0,1964-01-10
1604,1698,55,1,1967-11-21
1605,1699,17,1,1955-03-11
1606,1700,7,1,1949-03-09
1607,1701,7,0,1945-06-11
1608,1702,53,0,1973-04-07
1609,1703,50,1,1918-01-11
1610,1704,50,0,1914-10-03
1611,1705,19,0,1946-07-01
1612,1706,19,1,1944-07-19
1613,1707,10,1,1951-02-18
1614,1709,74,0,1952-12-13
1615,1710,54,1,1944-02-11
1616,1711,64,0,1962-06-14
1617,1712,64,1,1964-01-01
1618,1713,65,1,1935-04-21
1619,1714,58,1,1945-05-22
1620,1717,73,0,1979-03-07
1621,1718,75,1,1938-07-27
1622,1719,35,1,1970-08-09
1623,1720,33,0,1934-02-24
1624,1721,33,1,1934-07-02
1625,1722,68,1,1933-10-01
1626,1723,71,0,1981-02-28
1627,1724,68,0,1934-10-21
1628,1725,76,0,1959-01-18
1629,1726,76,1,1952-06-03
1630,1727,32,1,1951-01-21
1631,1728,32,0,1946-08-18
1632,1729,76,1,1947-05-16
1633,1730,40,1,1932-12-15
1634,1731,17,0,1968-11-30
1635,1733,57,0,1974-07-20
1636,1734,26,1,1975-11-10
1637,1735,26,0,1976-05-31
1638,1736,41,0,1979-04-17
1639,1737,27,1,1955-07-30
1640,1738,27,0,1963-01-25
1641,1741,70,1,1932-07-02
1642,1742,1,1,1954-06-06
1643,1743,3,1,1959-07-27
1644,1744,50,0,1969-12-28
1645,1745,23,0,1959-10-18
1646,1746,11,0,1959-09-10
1647,1747,11,1,1956-02-20
1648,1748,64,1,1976-12-31
1649,1749,50,0,1928-11-17
1650,1750,23,1,1964-12-31
1651,1751,54,1,1959-01-24
1652,1752,70,1,1978-11-23
1653,1753,60,0,1979-02-26
1654,1754,57,1,1979-05-29
1655,1755,65,0,1965-08-18
1656,1756,1,1,1936-07-08
1657,1757,1,0,1937-09-30
1658,1758,35,1,1947-11-13
1659,1759,63,0,1923-01-16
1660,1760,77,1,1923-03-07
1661,1761,45,1,1948-04-23
1662,1762,61,1,1956-12-30
1663,1763,46,1,1967-12-07
1664,1764,66,1,1971-07-09
1665,1765,9,1,1975-08-03
1666,1768,29,1,1951-04-27
1667,1769,12,1,1949-08-05
1668,1770,12,0,1951-10-15
1669,1771,54,0,1927-10-20
1670,1772,73,0,1979-09-21
1671,1774,32,0,1971-10-05
1672,1775,73,1,1943-12-08
1673,1776,30,0,1954-10-24
1674,1777,69,0,1963-01-08
1675,1778,69,1,1968-09-02
1676,1779,37,1,1935-11-26
1677,1780,54,0,1954-12-09
1678,1781,67,1,1924-08-16
1679,1782,19,1,1948-12-24
1680,1783,1,0,1946-10-05
1681,1784,2,0,1980-11-02
1682,1785,39,1,1975-11-25
1683,1786,63,0,1934-06-25
1684,1787,63,1,1931-11-28
1685,1788,1,1,1950-03-23
1686,1789,61,0,1933-08-07
1687,1790,1,1,1953-05-28
1688,1791,5,0,1966-05-12
1689,1792,54,1,1975-09-01
1690,1793,41,0,1945-03-17
1691,1794,54,0,1940-03-30
1692,1795,38,0,1960-02-28
1693,1796,10,1,1938-11-23
1694,1797,10,0,1941-11-04
1695,1798,70,1,1933-07-08
1696,1799,36,1,1959-06-26
1697,1800,63,0,1943-09-28
1698,1801,66,1,1970-01-01
1699,1802,66,0,1964-10-16
1700,1803,25,0,1946-05-12
1701,1806,5,1,1952-01-03
1702,1807,47,1,1935-06-30
1703,1808,47,0,1933-06-26
1704,1809,24,1,1931-05-12
1705,1810,41,1,1919-06-30
1706,1811,1,1,1939-03-29
1707,1812,36,0,1947-05-17
1708,1813,36,1,1949-09-28
1709,1814,57,1,1940-03-12
1710,1815,16,0,1977-02-24
1711,1816,62,1,1951-07-24
1712,1817,47,0,1953-12-06
1713,1818,47,1,1956-10-02
1714,1819,43,0,1979-04-20
1715,1820,50,0,1928-11-20
1716,1821,1,1,1941-04-24
1717,1822,71,0,1922-09-13
1718,1823,1,0,1978-08-07
1719,1824,69,1,1960-08-03
1720,1825,51,0,1974-04-24
1721,1826,13,1,1937-09-12
1722,1827,13,0,1941-08-16
1723,1828,69,1,1962-11-14
1724,1829,51,0,1942-08-16
1725,1830,33,1,1952-02-03
1726,1831,51,1,1976-10-09
1727,1832,1,0,1966-07-31
1728,1833,30,1,1966-11-15
1729,1834,7,1,1927-02-19
1730,1835,7,0,1928-03-11
1731,1836,36,0,1944-03-07
1732,1837,67,1,1957-01-13
1733,1838,67,0,1959-11-27
1734,1839,5,0,1936-12-18
1735,1840,5,1,1935-10-28
1736,1841,67,0,1953-03-23
1737,1842,9,1,1943-09-13
1738,1843,48,0,1939-01-25
1739,1844,74,0,1922-02-03
1740,1845,74,1,1918-11-14
1741,1846,48,1,1980-12-12
1742,1847,52,0,1979-01-30
1743,1848,6,0,1924-07-02
1744,1849,57,0,1922-09-24
1745,1850,52,0,1942-07-05
1746,1851,31,0,1975-09-12
1747,1852,50,1,1962-09-05
1748,1853,1,1,1965-08-18
1749,1854,70,0,1932-05-27
1750,1856,54,0,1968-08-22
1751,1857,54,1,1964-03-16
1752,1860,1,0,1964-10-31
1753,1861,29,1,1957-07-15
1754,1862,50,0,1977-10-09
1755,1863,54,1,1952-02-16
1756,1864,22,1,1948-03-14
1757,1865,22,0,1949-06-09
