,region_2,withdrawal_mean,payments,status,no. of enterpreneurs per 1000 inhabitants,time_since_create,region_0,region_3,region_1,balance_min,balance_max,credits_mean,unemploymant_rate,status,loan_id
263,1,6701.074999999999,2791,0,108,261,0,0,1,200.0,117458.5,17825.64347826087,3.49,0,6992
264,0,22425.466666666667,7796,0,110,141,1,0,0,300.0,137193.5,18044.1875,4.79,0,5136
265,0,15160.0,4513,0,118,148,0,1,1,700.0,83862.8,15043.88,3.22,0,5337
266,1,3408.875,1489,0,115,267,0,1,1,500.0,54020.1,6166.780000000001,4.48,0,5495
267,1,3379.708333333333,1489,0,115,267,0,1,1,500.0,54628.1,6167.025000000001,4.48,0,7013
268,0,10625.0,7179,0,167,205,0,1,0,600.0,61790.4,8032.675,0.43,0,6012
269,1,3640.146153846154,6485,0,118,412,0,0,0,500.0,72838.9,12015.777777777776,4.43,0,6471
270,1,9284.272727272724,5633,0,111,437,0,0,0,700.0,91294.4,17764.690625,2.21,0,6296
271,1,6149.507843137252,4502,0,107,675,0,1,1,1000.0,81705.8,14509.60888888889,5.74,0,7305
272,1,12612.41904761905,3698,0,124,164,0,1,0,800.0,124090.0,18505.68333333333,3.6,0,6144
273,1,12710.702127659571,1784,0,145,494,0,1,1,800.0,156504.1,18351.10263157895,2.31,0,6283
274,1,7583.866666666667,2482,0,106,201,0,1,1,400.0,63289.9,8064.787499999999,3.47,0,7246
275,0,7483.673913043478,3798,0,118,465,0,1,1,400.0,72327.7,12375.087096774194,3.22,0,5088
276,1,16520.0,5902,0,108,200,0,0,1,200.0,123310.1,13177.707692307691,3.49,0,5988
277,0,6360.860606060606,8094,1,124,646,1,0,0,-2838.8,84743.5,8490.999999999998,7.01,1,5282
278,1,2927.64,6700,0,109,315,0,0,0,200.0,35650.8,3118.0344827586205,5.05,0,5938
279,1,10556.0,7042,1,106,213,0,1,1,300.0,111044.2,12261.32142857143,3.47,1,5606
280,0,8815.720000000001,1985,0,167,240,0,1,0,700.0,76403.1,11367.79375,0.43,0,5385
281,0,11800.0,2454,1,110,119,1,0,0,800.0,43790.6,7487.844444444445,4.79,1,6865
282,0,16100.0,1354,0,113,134,1,0,0,900.0,62891.3,10108.3,5.56,0,5586
283,1,5660.121428571429,3017,0,124,551,0,0,1,500.0,60475.3,9716.021621621623,2.44,0,6302
284,0,6265.434482758622,1912,0,167,330,0,1,0,700.0,61939.6,9718.266666666668,0.43,0,7194
285,1,6477.253012048192,2059,0,137,529,0,0,0,400.0,159765.9,14442.828205128204,4.31,0,6461
286,1,14154.43870967742,3626,0,111,345,0,0,1,600.0,127067.6,12971.792105263155,1.81,0,6732
287,0,15475.714285714286,3505,0,124,105,1,0,0,900.0,89570.9,14356.908333333336,7.01,0,6613
288,1,10552.871698113202,5415,0,127,468,0,0,0,600.0,138172.6,15618.80789473684,1.44,0,7036
289,0,2768.427868852459,633,0,128,685,0,0,1,500.0,48157.1,7555.323404255319,2.01,0,5897
290,1,9417.184615384616,8014,0,145,616,0,1,1,600.0,138010.1,7330.079761904763,2.31,0,6995
291,0,8766.666666666666,3874,1,90,396,1,0,0,300.0,65062.8,7729.642105263159,3.74,1,5415
292,1,2912.733333333333,1511,0,115,191,0,1,1,800.0,42308.8,4458.814285714286,4.48,0,7136
293,1,9221.420618556696,6541,0,137,678,0,0,0,900.0,115913.4,20602.67391304348,4.31,0,7271
294,0,4683.52,8460,0,167,245,0,1,0,400.0,43218.7,6132.844444444445,0.43,0,5375
295,0,13399.64390243902,2144,0,167,573,0,1,0,200.0,142917.9,15884.20555555556,0.43,0,5635
296,0,5260.541666666668,1472,0,167,273,0,1,0,600.0,55343.2,5128.586206896552,0.43,0,6817
297,0,5300.0,1347,0,110,124,0,0,1,200.0,44749.0,6738.766666666666,1.29,0,5923
298,1,11661.949152542373,6602,0,120,550,0,1,0,500.0,104859.1,21574.03611111111,3.98,0,5329
299,1,5968.629411764707,3900,0,149,308,0,0,0,900.0,96108.3,10912.823809523808,3.97,0,6644
300,1,3600.0,638,0,107,120,0,1,0,1000.0,38831.0,4243.1,1.54,0,6354
301,1,5207.687500000001,4383,0,123,369,0,0,0,900.0,78574.3,10113.641666666668,3.26,0,5082
302,1,12696.732673267326,6202,0,145,663,0,1,1,500.0,128495.4,18717.61408450704,2.31,0,6585
303,0,12516.030769230769,7182,0,81,237,1,0,0,300.0,128146.0,23035.90625,7.75,0,6921
304,0,12650.646153846154,7182,0,81,237,1,0,0,300.0,128146.0,23036.1125,7.75,0,5366
305,1,14365.86153846154,5354,0,109,137,0,1,1,200.0,128778.8,16504.253846153846,1.86,0,5886
306,0,6209.081081081081,2856,0,123,258,0,1,1,900.0,94207.7,14909.75882352941,5.39,0,5741
307,0,12715.533333333333,7370,0,97,179,0,1,1,200.0,103239.0,16852.55,7.07,0,4996
308,1,14515.426666666666,4588,0,99,330,0,1,1,700.0,135658.1,20541.959459459464,3.56,0,6015
309,0,10203.929411764706,4589,0,167,553,0,1,0,400.0,140542.8,13368.282758620688,0.43,0,6309
310,1,2745.331914893618,4605,0,145,487,0,1,1,500.0,40755.0,3480.195555555556,2.31,0,6073
311,1,7565.060869565218,5996,0,125,475,0,0,1,900.0,127807.6,8558.236,2.5,0,6006
312,1,11405.89523809524,5353,0,135,233,0,1,0,700.0,90257.3,16276.9,1.71,0,5611
313,1,8918.833333333334,962,0,109,161,0,1,1,1000.0,54705.1,8385.281818181818,1.86,0,6944
314,1,7052.321428571429,8771,0,135,304,0,1,0,600.0,72330.4,10392.413636363635,1.71,0,7101
315,1,11030.72580645161,6010,0,108,616,0,0,1,1000.0,109338.9,19563.422500000008,3.49,0,6599
316,0,6430.657142857142,6341,0,167,166,0,1,0,500.0,60236.6,7594.046153846154,0.43,0,6940
317,1,7504.469565217392,3805,0,109,242,0,1,1,600.0,64411.8,11558.89411764706,1.86,0,5209
318,0,6851.489795918367,5130,0,108,326,0,0,1,200.0,73559.9,16171.554545454546,4.2,0,5388
319,1,6912.67741935484,3736,0,140,311,0,1,1,200.0,81614.7,11922.27619047619,1.96,0,6011
320,1,8931.7,3242,0,141,228,0,0,0,300.0,62153.6,9343.175,0.54,0,5591
321,1,8415.384615384615,6960,0,111,408,0,1,1,200.0,87052.1,8001.857142857141,2.43,0,7154
322,0,4599.8,5142,0,90,384,0,1,1,700.0,85626.9,7693.968000000001,9.4,0,7130
323,0,3830.458823529411,3242,0,110,691,1,0,0,200.0,75294.1,6448.582857142858,4.79,0,6818
324,0,10197.18064516129,3703,1,113,382,0,0,1,800.0,130659.1,13417.557142857142,3.6,1,5625
325,0,6974.431578947369,938,0,81,214,1,0,0,800.0,63659.3,8544.929999999998,7.75,0,6805
326,1,10992.139726027392,3217,0,107,585,0,1,0,1100.0,119527.2,16554.9862745098,1.54,0,7233
327,0,2965.9153846153854,5392,0,109,440,1,0,0,1000.0,56055.6,8811.758620689656,6.55,0,7308
