loan_id,account_id,loan_date,amount,duration,payments,status,district_id,frequency,account_date,index,region_0,region_1,region_2,region_3,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant_rate,no. of enterpreneurs per 1000 inhabitants,trans_date,last_balance,credits_mean,withdrawal_mean
6227,6030,1995-03-04,28248,24,1177,0,47,1,1993-08-24,46,0,1,1,0,162580,83,26,5,1,6,72.8,9538,1.81,111,1995-02-28,33743.7,10476.673684210524,6506.864285714284
7241,11021,1995-03-04,168984,24,7041,1,1,1,1993-08-10,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-03-03,24304.3,12442.474324324327,10423.706976744183
6737,8564,1995-03-11,76680,24,3195,0,68,1,1993-09-12,67,1,0,0,0,228848,15,40,18,2,6,57.2,9893,4.72,96,1995-03-08,27191.2,13581.835849056604,7696.064444444442
7004,9869,1995-03-15,331560,60,5526,0,12,1,1993-08-21,11,0,0,1,0,107870,84,29,6,1,6,58.0,8754,4.31,137,1995-03-14,47992.1,11490.66,5210.562025316454
6169,5700,1995-03-16,103680,60,1728,1,42,1,1993-07-20,41,0,1,1,0,95907,87,25,5,2,7,59.1,8388,2.94,87,1995-03-12,36427.6,5169.697727272727,3034.4461538461546
5208,1247,1995-03-16,99696,48,2077,1,25,1,1993-06-08,24,0,1,0,0,88757,60,33,3,2,10,61.7,8554,2.68,113,1995-03-04,32966.8,14426.435555555556,9781.311111111108
6694,8316,1995-03-19,134784,24,5616,0,70,1,1994-06-04,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1995-03-07,16218.7,8822.476666666666,9938.224000000002
5599,3064,1995-03-21,15420,12,1285,0,40,1,1993-05-23,39,0,1,0,1,128118,9,16,6,3,8,85.3,9317,7.07,97,1995-03-19,31867.2,4776.766037735849,2258.1755102040825
6546,7607,1995-03-27,31728,24,1322,0,1,1,1993-09-05,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-03-18,32802.7,7781.153658536584,3766.1105263157897
5414,2228,1995-03-29,185952,48,3874,0,34,1,1994-03-19,33,0,1,0,1,125236,28,11,1,4,5,87.7,9675,7.68,100,1995-03-25,82385.2,12500.505,11973.214285714286
5453,2361,1995-04-01,156672,36,4352,0,28,1,1994-02-25,27,0,1,0,0,72541,66,26,10,0,8,36.9,8594,2.01,112,1995-03-31,23271.5,3672.6189189189195,2963.5631578947373
5740,3752,1995-04-02,18564,12,1547,0,1,1,1994-11-25,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-03-31,43265.7,8607.3,8550.0
5804,4079,1995-04-05,158976,48,3312,0,52,1,1993-11-03,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1995-03-31,18879.4,13041.749999999998,6339.340384615382
6745,8625,1995-04-10,47304,24,1971,0,64,1,1993-11-10,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1995-04-04,62458.3,15647.294736842105,12381.714285714283
6950,9591,1995-04-11,104712,24,4363,0,74,1,1993-05-20,73,1,0,0,0,323870,0,0,0,1,1,100.0,10673,5.44,100,1995-04-10,21801.2,16041.951388888885,9522.850420168068
6996,9828,1995-04-13,126600,24,5275,0,11,1,1993-05-20,10,0,0,1,0,75637,35,36,9,0,7,36.5,9622,0.59,154,1995-04-10,48720.6,17293.55652173913,8683.520930232555
5352,1993,1995-04-15,68400,12,5700,1,68,1,1994-10-30,67,1,0,0,0,228848,15,40,18,2,6,57.2,9893,4.72,96,1995-03-31,23946.1,6971.799999999999,7760.0
6151,5628,1995-04-25,225420,60,3757,0,61,1,1994-06-17,60,0,1,1,1,117897,139,28,5,1,6,53.8,8814,5.74,107,1995-04-13,32403.4,7056.204545454547,4235.620689655173
5310,1762,1995-04-28,248148,36,6893,0,28,1,1993-12-11,27,0,1,0,0,72541,66,26,10,0,8,36.9,8594,2.01,112,1995-04-20,41108.6,9398.816216216215,3694.549397590361
5045,347,1995-05-01,187224,24,7801,1,65,1,1993-12-13,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1995-04-30,50846.7,13214.305263157892,9026.227999999997
6929,9472,1995-05-08,36396,12,3033,0,1,4,1993-07-06,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-05-06,45480.6,16954.94107142857,8862.70588235294
5151,960,1995-05-24,189060,60,3151,0,4,12,1994-11-02,3,0,0,1,0,149893,63,29,6,2,6,67.4,9753,5.05,109,1995-05-16,68945.6,21569.60714285714,14564.3125
5212,1256,1995-05-29,71064,36,1974,0,38,1,1994-04-21,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1995-05-16,31397.0,7801.575862068966,3418.400000000001
5138,854,1995-05-30,87216,48,1817,0,62,1,1993-09-21,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1995-05-14,26795.3,5670.470731707317,1922.3738317757015
5713,3629,1995-05-30,158760,60,2646,0,48,1,1993-07-27,47,0,1,1,0,78955,50,24,8,1,9,59.0,9060,2.44,124,1995-05-27,19182.3,7197.82909090909,3393.677477477477
6704,8377,1995-06-01,417060,60,6951,0,29,1,1993-11-20,28,0,1,0,0,45714,52,10,5,1,6,55.6,8843,3.6,113,1995-05-31,80621.0,10538.953658536588,10639.951515151515
6474,7190,1995-06-06,63360,60,1056,0,49,1,1993-09-06,48,0,1,1,0,75685,31,28,5,1,9,60.8,8208,2.26,155,1995-05-31,25649.6,4125.163265306122,2521.3942857142865
6676,8159,1995-06-13,29784,24,1241,0,26,1,1995-02-08,25,0,1,0,0,170449,0,0,0,1,1,100.0,10787,3.09,131,1995-06-08,37920.3,6735.5777777777785,7566.666666666667
6965,9656,1995-06-13,139536,24,5814,0,61,1,1993-11-14,60,0,1,1,1,117897,139,28,5,1,6,53.8,8814,5.74,107,1995-06-07,36472.9,18070.40597014925,11982.083673469388
6725,8489,1995-06-23,265320,36,7370,0,19,1,1993-09-18,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1995-06-10,35289.8,6441.2328125,4487.483333333333
7166,10630,1995-06-24,198240,24,8260,0,41,1,1995-01-15,40,0,1,0,1,118650,8,8,5,1,3,85.6,9832,4.48,114,1995-06-14,44644.2,7095.2,8540.6
7138,10440,1995-07-03,60000,60,1000,0,72,1,1993-09-13,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1995-06-30,16878.6,3840.34375,1881.5528089887648
5970,4774,1995-07-09,465072,48,9689,0,66,1,1994-01-14,65,0,1,1,1,125832,151,41,2,3,5,48.3,8512,4.12,102,1995-07-08,37152.4,12116.376315789475,6511.843076923075
6157,5650,1995-07-10,98592,24,4108,0,10,12,1995-01-08,9,0,0,1,0,92084,55,29,4,3,5,46.7,10124,0.54,141,1995-07-07,43871.9,12494.76153846154,9120.0
6153,5632,1995-07-25,285600,60,4760,0,5,4,1994-11-15,4,0,0,1,0,95616,65,30,4,1,6,51.4,9307,4.43,118,1995-07-13,28194.4,11216.012500000003,9639.6
5693,3489,1995-08-01,44088,24,1837,0,9,1,1994-12-08,8,0,0,1,0,81344,61,23,4,2,6,55.3,8899,3.97,149,1995-07-31,44383.2,7533.605882352941,5580.186666666667
5922,4580,1995-08-05,20220,12,1685,0,9,1,1994-08-27,8,0,0,1,0,81344,61,23,4,2,6,55.3,8899,3.97,149,1995-07-31,31303.3,11452.434782608696,8289.378571428573
5959,4727,1995-08-11,107640,24,4485,0,2,1,1995-02-13,1,0,0,1,0,88884,80,26,6,2,5,46.7,8507,1.85,132,1995-08-05,65325.4,19481.758333333335,15314.145454545454
5980,4825,1995-08-18,21396,12,1783,0,15,1,1994-06-04,14,0,0,1,1,58796,22,16,7,1,5,51.9,9045,3.6,124,1995-08-16,24782.0,5691.8852941176465,3835.0454545454554
6764,8776,1995-08-26,33984,48,708,0,64,1,1994-08-24,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1995-08-19,44465.4,5087.997222222222,4079.4764705882358
5237,1375,1995-08-29,45336,24,1889,0,19,1,1994-04-27,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1995-08-20,39839.5,10959.40303030303,5645.975438596491
6726,8492,1995-09-03,85860,60,1431,0,2,1,1994-06-29,1,0,0,1,0,88884,80,26,6,2,5,46.7,8507,1.85,132,1995-08-31,39220.2,3868.0851063829787,2906.7959183673483
6933,9493,1995-09-09,188688,48,3931,0,64,1,1995-04-02,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1995-09-06,23579.7,10950.116666666667,10782.16
5145,915,1995-09-16,309552,48,6449,0,72,1,1995-01-18,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1995-09-15,51799.4,20681.706250000003,14689.884210526317
7008,9897,1995-09-22,36168,12,3014,0,1,1,1995-03-04,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-09-17,29138.1,9289.213333333335,5247.628571428572
7227,10942,1995-10-02,314520,60,5242,0,44,4,1994-06-05,43,0,1,1,0,105606,77,26,7,2,7,53.0,8254,3.76,97,1995-09-30,50487.0,18056.912500000002,12982.432432432432
6600,7861,1995-10-08,21852,36,607,0,34,1,1995-04-22,33,0,1,0,1,125236,28,11,1,4,5,87.7,9675,7.68,100,1995-10-05,42899.4,8711.658333333333,10273.433333333332
6712,8405,1995-10-14,266220,60,4437,0,20,1,1994-05-10,19,0,0,1,1,70646,94,14,3,1,4,58.4,8547,3.64,120,1995-10-12,38159.6,7942.118867924531,4206.2879120879115
7057,10093,1995-10-20,231696,36,6436,0,1,4,1994-07-01,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-10-10,47174.7,20382.05588235294,7099.076086956522
7176,10663,1995-10-28,260028,36,7223,0,11,1,1993-12-08,10,0,0,1,0,75637,35,36,9,0,7,36.5,9622,0.59,154,1995-10-14,69850.9,22177.26170212766,8530.528070175435
7304,11349,1995-10-29,419880,60,6998,0,1,4,1995-05-26,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-10-23,24704.4,21108.227272727272,29640.85714285714
6362,6738,1995-10-31,37908,12,3159,0,62,1,1994-07-28,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1995-10-21,46113.5,9919.538709677418,5808.711111111113
5880,4423,1995-10-31,73836,36,2051,0,39,1,1995-04-26,38,0,1,0,1,119895,17,4,3,2,4,89.9,10446,9.4,90,1995-10-26,67453.1,13746.65,25000.0
6535,7546,1995-11-02,41952,12,3496,0,43,1,1994-09-03,42,0,1,1,0,161854,73,21,6,1,6,76.3,9425,2.5,125,1995-10-31,24672.8,10373.63870967742,4012.2972972972975
5449,2343,1995-11-04,99336,24,4139,0,68,1,1994-12-09,67,1,0,0,0,228848,15,40,18,2,6,57.2,9893,4.72,96,1995-10-31,30824.1,5352.908333333333,3487.342857142858
6342,6609,1995-11-12,60156,36,1671,1,16,1,1995-03-27,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1995-11-10,132316.8,18483.85769230769,13795.579999999998
5409,2218,1995-11-18,182040,60,3034,0,19,1,1994-11-21,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1995-11-17,38747.5,22366.575,14230.005714285711
6955,9627,1995-11-22,244368,48,5091,0,65,12,1994-07-22,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1995-11-19,86194.1,20764.9109375,15534.5
6985,9731,1995-11-22,113796,36,3161,0,54,12,1994-12-01,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1995-11-10,34054.0,9973.764000000001,4580.63829787234
5125,789,1995-11-23,73056,48,1522,0,39,1,1995-02-06,38,0,1,0,1,119895,17,4,3,2,4,89.9,10446,9.4,90,1995-11-12,21545.7,3179.5086956521745,1842.2499999999998
5805,4081,1995-11-28,137904,24,5746,1,11,1,1995-07-22,10,0,0,1,0,75637,35,36,9,0,7,36.5,9622,0.59,154,1995-11-19,35159.7,6195.533333333334,6866.666666666667
6185,5774,1995-11-28,31176,24,1299,0,1,1,1995-06-08,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-11-17,50647.1,10761.475,7135.509090909091
7243,11042,1995-12-04,217152,36,6032,0,72,1,1995-01-29,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1995-11-30,42279.3,18197.28571428571,9440.655555555555
6403,6924,1995-12-05,194880,48,4060,0,74,1,1994-06-01,73,1,0,0,0,323870,0,0,0,1,1,100.0,10673,5.44,100,1995-11-30,31021.6,12922.227027027027,5883.09736842105
6578,7765,1995-12-11,27984,12,2332,0,52,4,1994-07-10,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1995-12-07,18380.5,9539.813333333332,5822.04347826087
5413,2227,1995-12-12,92976,24,3874,0,31,4,1994-05-22,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1995-12-11,21531.8,13338.337999999998,10938.728813559323
6949,9583,1995-12-12,104712,24,4363,0,31,4,1994-05-22,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1995-12-11,30115.3,13282.386,10931.103448275862
6545,7606,1995-12-12,191880,60,3198,0,21,1,1995-03-15,20,0,0,1,1,103347,87,16,7,1,7,67.0,9104,2.07,123,1995-12-11,78521.0,16177.397142857148,9378.611538461537
6178,5742,1995-12-16,232560,48,4845,0,74,12,1995-07-05,73,1,0,0,0,323870,0,0,0,1,1,100.0,10673,5.44,100,1995-12-14,41243.5,14073.042857142855,11983.0
5160,1011,1995-12-18,204000,60,3400,0,45,1,1994-12-17,44,0,1,1,0,77917,85,19,6,1,5,53.5,8390,2.89,132,1995-12-12,37992.7,10772.44,5782.955000000001
6785,8899,1995-12-25,125340,60,2089,0,1,4,1994-09-05,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1995-12-12,19007.0,10958.024561403507,8651.42857142857
6540,7562,1995-12-31,309600,48,6450,0,72,4,1995-01-17,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1995-12-23,35488.1,21228.227272727272,12692.14705882353
6589,7815,1996-01-01,189696,24,7904,0,19,4,1995-04-09,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1995-12-31,88632.1,18658.64,7985.203389830508
5900,4503,1996-01-01,135360,48,2820,0,50,1,1995-01-03,49,0,1,1,0,102609,75,33,2,3,6,52.0,8187,5.45,94,1995-12-31,54868.9,18854.3875,12188.25333333333
5999,4907,1996-01-03,98832,48,2059,0,42,1,1994-02-06,41,0,1,1,0,95907,87,25,5,2,7,59.1,8388,2.94,87,1995-12-31,27169.8,8028.005999999999,2946.6960629921255
6043,5126,1996-01-11,20352,48,424,0,58,1,1995-04-03,57,0,1,1,1,109164,98,16,6,1,4,63.6,8757,3.95,96,1996-01-08,21281.5,4421.572727272727,2922.8076923076924
5482,2496,1996-01-12,165120,60,2752,0,51,1,1994-05-21,50,0,1,1,0,121947,37,28,7,3,11,70.5,8541,2.97,131,1996-01-11,23825.4,3959.488,2654.9848484848494
7263,11138,1996-01-19,89880,24,3745,0,70,4,1995-08-18,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-01-15,39079.5,16579.961538461535,11028.75
6013,4995,1996-02-03,128988,36,3583,1,20,4,1994-08-01,19,0,0,1,1,70646,94,14,3,1,4,58.4,8547,3.64,120,1996-01-31,9710.2,8997.414285714287,6494.2361702127655
5750,3804,1996-02-08,63252,12,5271,0,7,1,1994-04-07,6,0,0,1,0,94725,38,28,1,3,6,63.4,9920,2.87,130,1996-02-07,49709.2,16674.810416666667,6471.394827586204
6027,5066,1996-02-10,61656,24,2569,1,13,4,1995-08-27,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-02-02,59695.5,13988.388888888889,22066.666666666668
6303,6400,1996-02-12,72408,24,3017,1,31,12,1995-10-09,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-02-06,36363.9,12129.322222222221,18200.0
7213,10884,1996-02-13,113544,36,3154,0,65,1,1995-02-20,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1996-02-10,13386.8,9068.926923076924,4942.337777777779
6659,8092,1996-02-20,56100,60,935,0,54,1,1995-01-11,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-02-12,15407.2,4958.146428571429,3085.5200000000004
6175,5735,1996-02-21,290700,60,4845,1,52,1,1995-01-25,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-02-19,11574.8,17131.333333333332,12205.881034482756
5610,3112,1996-02-24,123216,48,2567,0,38,1,1994-08-12,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-02-22,77580.8,16989.97708333333,9224.224999999997
5563,2912,1996-02-29,380160,60,6336,0,74,1,1994-07-30,73,1,0,0,0,323870,0,0,0,1,1,100.0,10673,5.44,100,1996-02-21,24549.6,18684.478723404252,13768.077419354833
5989,4852,1996-03-04,213300,36,5925,0,47,1,1995-04-13,46,0,1,1,0,162580,83,26,5,1,6,72.8,9538,1.81,111,1996-02-29,27326.7,4581.6407407407405,3011.8
6698,8327,1996-03-10,247728,48,5161,0,1,4,1995-08-08,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-03-09,52551.7,14307.730434782608,10241.703703703704
5312,1772,1996-03-13,202788,36,5633,0,31,4,1995-02-20,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-03-12,81623.6,26091.91153846154,11259.735849056604
7189,10728,1996-03-21,154656,48,3222,0,71,1,1994-12-23,70,1,0,0,0,161227,5,35,11,4,10,69.7,8678,5.57,102,1996-03-17,37180.5,9834.021875000002,4868.561403508772
6816,9017,1996-03-26,100224,48,2088,1,70,1,1995-11-22,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-03-21,31387.1,4005.806666666667,9566.666666666666
6137,5574,1996-04-10,44628,12,3719,0,13,4,1994-07-14,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-04-08,80439.7,25106.97209302325,9700.582524271844
5128,808,1996-04-11,215616,48,4492,1,69,1,1995-06-13,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-04-08,8640.6,5505.576666666669,5049.245161290322
5470,2456,1996-04-15,200976,48,4187,0,65,1,1995-09-09,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1996-04-14,47431.4,12752.429411764706,9408.87777777778
5593,3037,1996-04-18,277884,36,7719,1,44,1,1994-05-26,43,0,1,1,0,105606,77,26,7,2,7,53.0,8254,3.76,97,1996-04-15,11614.0,13759.673913043482,8751.140845070418
5350,1967,1996-04-21,249312,48,5194,0,26,4,1995-02-13,25,0,1,0,0,170449,0,0,0,1,1,100.0,10787,3.09,131,1996-04-18,55426.5,10919.69,9072.133333333333
6063,5213,1996-04-25,320976,48,6687,1,1,1,1995-08-18,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-04-17,46462.2,17416.526086956525,13115.47407407407
6501,7418,1996-04-29,30276,12,2523,1,21,1,1995-04-07,20,0,0,1,1,103347,87,16,7,1,7,67.0,9104,2.07,123,1996-04-11,24930.3,4202.679310344828,6436.0235294117665
5452,2352,1996-04-29,49440,60,824,0,70,1,1995-01-21,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-04-15,45021.6,10568.796774193546,3577.3544303797466
4961,19,1996-04-29,30276,12,2523,1,21,1,1995-04-07,20,0,0,1,1,103347,87,16,7,1,7,67.0,9104,2.07,123,1996-04-10,15854.0,5264.765217391303,6656.611764705884
4973,67,1996-05-02,165960,24,6915,0,16,1,1994-10-19,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-04-30,23689.2,21979.508108108108,8972.18636363636
6190,5794,1996-05-06,123600,60,2060,0,70,1,1995-07-14,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-04-30,15520.2,11561.24,7438.593103448277
6715,8411,1996-05-06,220620,60,3677,0,20,1,1994-12-02,19,0,0,1,1,70646,94,14,3,1,4,58.4,8547,3.64,120,1996-04-30,26332.6,7748.148148148148,5296.902702702701
5892,4462,1996-05-14,66480,24,2770,1,73,4,1995-12-27,72,1,0,0,0,182027,17,49,12,2,7,56.4,8746,3.74,90,1996-04-30,34891.2,12213.028571428571,16866.666666666668
6550,7614,1996-05-18,320592,48,6679,0,62,1,1995-02-08,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-05-08,69148.6,21503.089999999993,9930.06896551724
5706,3608,1996-05-24,161496,36,4486,0,72,4,1994-08-30,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-05-21,29371.5,8837.951923076924,5515.410256410257
5148,940,1996-05-29,284280,60,4738,0,37,1,1994-11-15,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-05-12,94617.3,20623.950000000004,11169.73793103448
6734,8547,1996-05-30,173016,36,4806,0,14,4,1995-07-17,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-05-26,113931.6,14459.529787234043,12580.127659574468
6109,5422,1996-06-03,368880,60,6148,0,66,1,1994-10-22,65,0,1,1,1,125832,151,41,2,3,5,48.3,8512,4.12,102,1996-05-31,105712.4,19070.65344827586,8067.622580645159
6961,9645,1996-06-06,176148,36,4893,0,38,1,1996-01-23,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-05-31,53592.6,15688.077777777777,21900.0
6810,9006,1996-06-08,186384,48,3883,0,40,4,1994-09-02,39,0,1,0,1,128118,9,16,6,3,8,85.3,9317,7.07,97,1996-05-31,21003.8,13975.695121951228,10416.694444444445
5494,2572,1996-06-13,360000,48,7500,0,64,12,1994-11-13,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-06-09,64765.2,18340.45789473684,12413.172151898736
5311,1766,1996-06-15,30060,60,501,0,28,1,1994-09-03,27,0,1,0,0,72541,66,26,10,0,8,36.9,8594,2.01,112,1996-06-13,48523.3,10581.039999999999,3032.788652482269
5445,2322,1996-06-29,46320,24,1930,0,33,1,1995-01-02,32,0,1,0,1,133777,24,17,7,3,11,84.7,8705,7.61,116,1996-06-25,23552.7,15197.843750000005,5430.335384615382
5301,1698,1996-07-06,141948,36,3943,0,68,1,1996-03-14,67,1,0,0,0,228848,15,40,18,2,6,57.2,9893,4.72,96,1996-06-30,47239.7,9777.114285714286,7066.666666666667
7034,10001,1996-07-11,19044,36,529,0,24,1,1995-05-28,23,0,1,0,0,122603,25,21,6,2,8,80.0,8991,2.01,128,1996-07-06,50167.6,8717.206896551725,5065.785000000002
6751,8680,1996-07-14,85716,36,2381,0,17,1,1996-02-12,16,0,0,1,1,74062,99,15,4,2,7,61.4,8114,2.62,119,1996-07-11,52416.9,5781.133333333332,12550.0
6667,8127,1996-07-15,155880,24,6495,0,37,1,1994-10-13,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-07-07,44564.6,17472.988235294117,9302.830769230766
6130,5541,1996-07-18,32640,48,680,0,43,1,1995-03-24,42,0,1,1,0,161854,73,21,6,1,6,76.3,9425,2.5,125,1996-07-17,18800.0,4044.684615384616,2043.2735294117651
5429,2268,1996-07-18,20196,36,561,0,1,1,1995-02-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-07-13,65684.6,12967.817647058824,6051.954838709677
5725,3679,1996-07-23,444864,48,9268,0,64,1,1995-08-15,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-07-19,41743.9,8397.544444444446,4999.71891891892
6019,5033,1996-07-25,11400,12,950,0,54,1,1995-08-03,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-07-18,27820.2,3711.3310344827587,1662.6708333333333
6421,6985,1996-07-25,96768,36,2688,0,38,1,1995-07-27,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-07-21,37396.4,16277.060714285717,11009.505263157893
6992,9790,1996-07-27,133968,48,2791,0,52,1,1995-11-09,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-07-14,34729.5,17825.64347826087,6701.074999999999
5136,846,1996-07-28,187104,24,7796,0,72,1,1996-03-09,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-07-21,86877.7,18044.1875,22425.466666666667
5337,1886,1996-07-31,162468,36,4513,0,32,1,1996-03-05,31,0,1,0,1,105058,32,19,7,2,10,81.0,9272,3.22,118,1996-07-16,74638.8,15043.88,15160.0
5495,2580,1996-08-02,89340,60,1489,0,60,1,1995-11-09,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-07-31,41537.2,6166.780000000001,3408.875
7013,9928,1996-08-02,89340,60,1489,0,60,1,1995-11-09,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-07-31,42242.2,6167.025000000001,3379.7083333333335
6012,4994,1996-08-03,258444,36,7179,0,1,4,1996-01-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-07-31,53892.1,8032.675,10625.0
6471,7184,1996-08-04,155640,24,6485,0,5,1,1995-06-19,4,0,0,1,0,95616,65,30,4,1,6,51.4,9307,4.43,118,1996-07-31,40509.2,12015.777777777777,3640.146153846154
6296,6358,1996-08-06,270384,48,5633,0,3,1,1995-05-27,2,0,0,1,0,75232,55,26,4,1,5,41.7,8980,2.21,111,1996-08-05,57835.1,17764.690625,9284.272727272724
7305,11359,1996-08-06,54024,12,4502,0,61,1,1994-10-01,60,0,1,1,1,117897,139,28,5,1,6,53.8,8814,5.74,107,1996-07-31,25682.6,14509.60888888889,6149.507843137252
6144,5593,1996-08-09,44376,12,3698,0,15,1,1996-02-27,14,0,0,1,1,58796,22,16,7,1,5,51.9,9045,3.6,124,1996-08-08,68241.5,18505.68333333333,12612.41904761905
6283,6289,1996-08-11,85632,48,1784,0,64,1,1995-04-05,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-08-10,117238.7,18351.10263157895,12710.702127659571
7246,11054,1996-08-20,148920,60,2482,0,59,4,1996-02-01,58,0,1,1,1,108871,41,29,7,2,6,62.1,8444,3.47,106,1996-08-18,15278.6,8064.787499999999,7583.866666666667
5088,544,1996-08-22,91152,24,3798,0,32,1,1995-05-15,31,0,1,0,1,105058,32,19,7,2,10,81.0,9272,3.22,118,1996-08-19,39378.8,12375.087096774194,7483.673913043478
5988,4851,1996-08-22,141648,24,5902,0,52,1,1996-02-04,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-08-18,123310.1,13177.707692307693,16520.0
5282,1583,1996-08-24,388512,48,8094,1,69,12,1994-11-17,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-08-08,38697.3,8490.999999999998,6360.860606060606
5938,4650,1996-08-25,402000,60,6700,0,4,1,1995-10-15,3,0,0,1,0,149893,63,29,6,2,6,67.4,9753,5.05,109,1996-08-14,17232.1,3118.0344827586205,2927.64
5606,3084,1996-08-28,253512,36,7042,1,59,4,1996-01-28,58,0,1,1,1,108871,41,29,7,2,6,62.1,8444,3.47,106,1996-08-25,13318.4,12261.32142857143,10556.0
