loan_id,account_id,amount,duration,payments,status,district_id,frequency,index,region,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,no. of enterpreneurs per 1000 inhabitants,no. of commited crimes '95,no. of commited crimes '96,time_since_create
5125,789,73056,48,1522,1,39,1,38,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,290
5805,4081,137904,24,5746,-1,11,1,10,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475.0,3529,129
6185,5774,31176,24,1299,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,173
7243,11042,217152,36,6032,1,72,1,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,309
6403,6924,194880,48,4060,1,74,1,73,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,552
6578,7765,27984,12,2332,1,52,2,51,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,519
5413,2227,92976,24,3874,1,31,2,30,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,569
6949,9583,104712,24,4363,1,31,2,30,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,569
6545,7606,191880,60,3198,1,21,1,20,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,272
6178,5742,232560,48,4845,1,74,0,73,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,164
5160,1011,204000,60,3400,1,45,1,44,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,366
6785,8899,125340,60,2089,1,1,2,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,476
6540,7562,309600,48,6450,1,72,2,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,348
6589,7815,189696,24,7904,1,19,2,18,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,267
5900,4503,135360,48,2820,1,50,1,49,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,363
5999,4907,98832,48,2059,1,42,1,41,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658.0,1668,696
6043,5126,20352,48,424,1,58,1,57,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212.0,2471,283
5482,2496,165120,60,2752,1,51,1,50,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496.0,3839,601
7263,11138,89880,24,3745,1,70,2,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,154
6013,4995,128988,36,3583,-1,20,2,19,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,551
5750,3804,63252,12,5271,1,7,1,6,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289.0,4846,672
6027,5066,61656,24,2569,-1,13,2,12,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,167
6303,6400,72408,24,3017,-1,31,0,30,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,126
7213,10884,113544,36,3154,1,65,1,64,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157.0,2718,358
6659,8092,56100,60,935,1,54,1,53,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,405
6175,5735,290700,60,4845,-1,52,1,51,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,392
5610,3112,123216,48,2567,1,38,1,37,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,561
5563,2912,380160,60,6336,1,74,1,73,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,579
5989,4852,213300,36,5925,1,47,1,46,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,326
6698,8327,247728,48,5161,1,1,2,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,215
5312,1772,202788,36,5633,1,31,2,30,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,387
7189,10728,154656,48,3222,1,71,1,70,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,454
6816,9017,100224,48,2088,-1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,125
6137,5574,44628,12,3719,1,13,2,12,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,636
5128,808,215616,48,4492,-1,69,1,68,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,303
5470,2456,200976,48,4187,1,65,1,64,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157.0,2718,219
5593,3037,277884,36,7719,-1,44,1,43,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,693
5350,1967,249312,48,5194,1,26,2,25,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041.0,6261,433
6063,5213,320976,48,6687,-1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,251
6501,7418,30276,12,2523,-1,21,1,20,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,388
5452,2352,49440,60,824,1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,464
4961,19,30276,12,2523,-1,21,1,20,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,388
4973,67,165960,24,6915,1,16,1,15,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,561
6190,5794,123600,60,2060,1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,297
6715,8411,220620,60,3677,1,20,1,19,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,521
5892,4462,66480,24,2770,-1,73,2,72,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,139
6550,7614,320592,48,6679,1,62,1,61,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,465
5706,3608,161496,36,4486,1,72,2,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,633
5148,940,284280,60,4738,1,37,1,36,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,561
6734,8547,173016,36,4806,1,14,2,13,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,318
6109,5422,368880,60,6148,1,66,1,65,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247.0,2103,590
6961,9645,176148,36,4893,1,38,1,37,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,135
6810,9006,186384,48,3883,1,40,2,39,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,645
5494,2572,360000,48,7500,1,64,0,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,578
5311,1766,30060,60,501,1,28,1,27,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,651
5445,2322,46320,24,1930,1,33,1,32,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,544
5301,1698,141948,36,3943,1,68,1,67,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623.0,5887,114
7034,10001,19044,36,529,1,24,1,23,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,410
6751,8680,85716,36,2381,1,17,1,16,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,153
6667,8127,155880,24,6495,1,37,1,36,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,641
6130,5541,32640,48,680,1,43,1,42,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,482
5429,2268,20196,36,561,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,523
5725,3679,444864,48,9268,1,64,1,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,343
6019,5033,11400,12,950,1,54,1,53,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,357
6421,6985,96768,36,2688,1,38,1,37,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,364
6992,9790,133968,48,2791,1,52,1,51,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,261
5136,846,187104,24,7796,1,72,1,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,141
5337,1886,162468,36,4513,1,32,1,31,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,148
5495,2580,89340,60,1489,1,60,1,59,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,267
7013,9928,89340,60,1489,1,60,1,59,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,267
6012,4994,258444,36,7179,1,1,2,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,205
6471,7184,155640,24,6485,1,5,1,4,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,412
6296,6358,270384,48,5633,1,3,1,2,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824.0,2813,437
7305,11359,54024,12,4502,1,61,1,60,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,675
6144,5593,44376,12,3698,1,15,1,14,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,164
6283,6289,85632,48,1784,1,64,1,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,494
7246,11054,148920,60,2482,1,59,2,58,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,201
5088,544,91152,24,3798,1,32,1,31,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,465
5988,4851,141648,24,5902,1,52,1,51,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,200
5282,1583,388512,48,8094,-1,69,0,68,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,646
5938,4650,402000,60,6700,1,4,1,3,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,315
5606,3084,253512,36,7042,-1,59,2,58,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,213
5385,2143,71460,36,1985,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,240
6865,9199,29448,12,2454,-1,72,1,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,119
5586,2994,48744,36,1354,1,77,1,76,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460.0,3590,134
6302,6397,181020,60,3017,1,48,1,47,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,551
7194,10762,68832,36,1912,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,330
6461,7136,74124,36,2059,1,12,2,11,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,529
6732,8533,174048,48,3626,1,47,1,46,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,345
6613,7926,84120,24,3505,1,69,2,68,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,105
7036,10019,194940,36,5415,1,8,1,7,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,468
5897,4476,15192,24,633,1,24,1,23,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,685
6995,9814,96168,12,8014,1,64,2,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,616
5415,2236,139464,36,3874,-1,73,1,72,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,396
7136,10436,54396,36,1511,1,60,1,59,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,191
7271,11186,392460,60,6541,1,12,1,11,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,678
5375,2106,101520,12,8460,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,245
5635,3230,77184,36,2144,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,573
6817,9024,70656,48,1472,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,273
5923,4585,64656,48,1347,1,27,1,26,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029.0,1127,124
5329,1862,396120,60,6602,1,19,2,18,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,550
6644,8039,93600,24,3900,1,9,1,8,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987.0,2487,308
6354,6688,22968,36,638,1,16,1,15,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,120
5082,501,262980,60,4383,1,13,1,12,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,369
6585,7795,372120,60,6202,1,64,1,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,663
6921,9422,86184,12,7182,1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,237
5366,2062,86184,12,7182,1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,237
5886,4447,192744,36,5354,1,62,1,61,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,137
5741,3754,68544,24,2856,1,37,2,36,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,258
4996,132,88440,12,7370,1,40,0,39,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,179
6015,5001,110112,24,4588,1,53,1,52,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,330
6309,6434,110136,24,4589,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,553
6073,5263,276300,60,4605,1,64,1,63,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,487
6006,4948,359760,60,5996,1,43,1,42,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,475
5611,3115,321180,60,5353,1,14,1,13,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,233
6944,9548,46176,48,962,1,62,1,61,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,161
7101,10297,421008,48,8771,1,14,1,13,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,304
6599,7859,72120,12,6010,1,52,1,51,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,616
6940,9510,228276,36,6341,1,1,1,0,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,166
5209,1250,182640,48,3805,1,62,1,61,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,242
5388,2153,61560,12,5130,1,31,2,30,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,326
6011,4981,179328,48,3736,1,54,1,53,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,311
5591,3021,155616,48,3242,1,10,1,9,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810.0,4316,228
7154,10520,417600,60,6960,1,55,0,54,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,408
7130,10411,123408,24,5142,1,39,0,38,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,384
6818,9030,155616,48,3242,1,72,1,71,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,691
5625,3189,222180,60,3703,-1,29,1,28,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,382
6805,8972,45024,48,938,1,70,1,69,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,214
7233,10963,115812,36,3217,1,16,1,15,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,585
7308,11362,129408,24,5392,1,67,1,66,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244.0,3079,440
